timestamp,Ambient Temperature,Runtime,Exciter Field Current,Line Current,Reactive Power
"2021-04-20T11:33:08.494000+0000",21.7,"",1.2595,128.7,0.729
"2021-04-20T11:33:07.447000+0000",22.1,"",1.122,127.755,0.6906
"2021-04-20T11:33:06.444000+0000",21.9,"",1.0806,128.58,0.6744
"2021-04-20T11:33:05.446000+0000",22.0,"",1.2346,128.205,0.6918
"2021-04-20T11:33:04.439000+0000",21.9,"",1.1686,129.57,0.7071
"2021-04-20T11:33:03.444000+0000",22.2,"",1.1165,130.62,0.6876
"2021-04-20T11:33:02.443000+0000",21.9,"",1.2401,129.66,0.6894
"2021-04-20T11:33:01.439000+0000",22.0,"",1.0945,131.115,0.7038
"2021-04-20T11:33:00.439000+0000",21.9,"",1.2291,129.945,0.6849
"2021-04-20T11:32:59.435000+0000",21.8,"",1.21,130.92,0.7134
"2021-04-20T11:32:58.434000+0000",21.9,"",1.232,129.435,0.7131
"2021-04-20T11:32:57.431000+0000",22.0,"",1.1521,130.755,0.6813
"2021-04-20T11:32:56.431000+0000",22.0,"",1.2731,129.855,0.6873
"2021-04-20T11:32:55.432000+0000",22.2,"",1.221,131.49,0.7161
"2021-04-20T11:32:54.476000+0000",22.3,"",1.1411,130.335,0.7035
"2021-04-20T11:32:53.427000+0000",22.1,"",1.2815,130.725,0.7374
"2021-04-20T11:32:52.427000+0000",22.0,"",1.0971,131.085,0.7518
"2021-04-20T11:32:51.425000+0000",22.2,"",1.122,130.17,0.7368
"2021-04-20T11:32:50.471000+0000",22.3,"",1.0806,129.9,0.7077
"2021-04-20T11:32:49.423000+0000",22.0,"",1.2045,129.45,0.7281
"2021-04-20T11:32:48.419000+0000",22.0,"",1.1851,126.45,0.6444
"2021-04-20T11:32:47.421000+0000",22.1,"",1.188,128.445,0.6963
"2021-04-20T11:32:46.418000+0000",22.1,"",1.0696,126.255,0.6918
"2021-04-20T11:32:45.416000+0000",22.2,"",1.232,127.575,0.7125
"2021-04-20T11:32:44.415000+0000",22.0,"",1.1026,127.59,0.6783
"2021-04-20T11:32:43.463000+0000",21.9,"",1.122,126.6,0.6594
"2021-04-20T11:32:42.415000+0000",21.9,"",1.133,127.02,0.6612
"2021-04-20T11:32:41.412000+0000",21.9,"",1.122,127.98,0.6786
"2021-04-20T11:32:40.411000+0000",21.8,"",1.0835,126.495,0.6873
"2021-04-20T11:32:39.459000+0000",22.2,"",1.1136,127.515,0.7068
"2021-04-20T11:32:38.409000+0000",22.0,"",1.034,127.935,0.675
"2021-04-20T11:32:37.407000+0000",22.1,"",1.056,127.185,0.6666
"2021-04-20T11:32:36.404000+0000",22.1,"",1.0725,128.04,0.6474
"2021-04-20T11:32:35.403000+0000",22.1,"",1.1605,126.315,0.6669
"2021-04-20T11:32:34.403000+0000",22.1,"",1.0285,128.43,0.6543
"2021-04-20T11:32:33.400000+0000",21.9,"",1.2016,126.975,0.6681
"2021-04-20T11:32:32.444000+0000",22.0,"",1.1576,127.875,0.6693
"2021-04-20T11:32:31.400000+0000",22.1,"",1.1411,129.555,0.6363
"2021-04-20T11:32:30.396000+0000",22.2,"",1.0476,128.82,0.6261
"2021-04-20T11:32:29.396000+0000",21.9,"",1.0916,128.85,0.648
"2021-04-20T11:32:28.391000+0000",21.9,"",1.1165,127.65,0.6774
"2021-04-20T11:32:27.391000+0000",22.1,"",1.0971,128.19,0.6855
"2021-04-20T11:32:26.393000+0000",21.9,"",1.0586,127.95,0.72
"2021-04-20T11:32:25.390000+0000",22.2,"",1.1246,126.66,0.696
"2021-04-20T11:32:24.387000+0000",22.2,"",1.2071,128.025,0.6927
"2021-04-20T11:32:23.386000+0000",22.0,"",1.0835,128.775,0.6945
"2021-04-20T11:32:22.386000+0000",21.9,"",1.067,130.02,0.7419
"2021-04-20T11:32:21.383000+0000",22.1,"",1.177,129.72,0.7089
"2021-04-20T11:32:20.383000+0000",21.7,"",1.177,127.92,0.7494
"2021-04-20T11:32:19.379000+0000",22.0,"",1.155,129.3,0.756
"2021-04-20T11:32:18.380000+0000",22.0,"",1.1935,127.14,0.7116
"2021-04-20T11:32:17.376000+0000",21.9,"",1.2236,128.265,0.7416
"2021-04-20T11:32:16.375000+0000",21.9,"",1.1631,129.945,0.7308
"2021-04-20T11:32:15.383000+0000",21.8,"",1.111,128.265,0.7134
"2021-04-20T11:32:14.373000+0000",22.1,"",1.2511,130.95,0.7506
"2021-04-20T11:32:13.371000+0000",22.1,"",1.199,128.82,0.7401
"2021-04-20T11:32:12.371000+0000",22.2,"",1.1741,128.28,0.7479
"2021-04-20T11:32:11.367000+0000",22.2,"",1.1576,129.0,0.7809
"2021-04-20T11:32:10.362000+0000",22.3,"",1.1466,127.815,0.7767
"2021-04-20T11:32:09.369000+0000",22.1,"",1.254,129.435,0.7284
"2021-04-20T11:32:08.364000+0000",22.0,"",1.1246,129.48,0.771
"2021-04-20T11:32:07.363000+0000",21.8,"",1.1081,127.485,0.7305
"2021-04-20T11:32:06.363000+0000",21.7,"",1.1961,128.145,0.7071
"2021-04-20T11:32:05.361000+0000",21.7,"",1.2126,127.35,0.7638
"2021-04-20T11:32:04.359000+0000",21.9,"",1.1906,129.975,0.7413
"2021-04-20T11:32:03.358000+0000",21.9,"",1.1851,127.365,0.7755
"2021-04-20T11:32:02.357000+0000",21.8,"",1.0916,128.79,0.7839
"2021-04-20T11:32:01.354000+0000",22.2,"",1.2155,131.475,0.792
"2021-04-20T11:32:00.354000+0000",22.1,"",1.133,128.265,0.7704
"2021-04-20T11:31:59.351000+0000",22.0,"",1.1466,128.85,0.7461
"2021-04-20T11:31:58.347000+0000",21.9,"",1.0861,127.785,0.7491
"2021-04-20T11:31:57.347000+0000",21.9,"",1.1356,127.845,0.747
"2021-04-20T11:31:56.347000+0000",22.3,"",1.1165,127.365,0.7419
"2021-04-20T11:31:55.343000+0000",21.9,"",1.2401,126.81,0.7464
"2021-04-20T11:31:54.343000+0000",22.0,"",1.1741,128.685,0.7401
"2021-04-20T11:31:53.342000+0000",21.8,"",1.0751,127.56,0.6894
"2021-04-20T11:31:52.338000+0000",22.1,"",1.2155,125.94,0.6687
"2021-04-20T11:31:51.336000+0000",22.2,"",1.0806,128.145,0.6861
"2021-04-20T11:31:50.335000+0000",21.8,"",1.155,127.545,0.7086
"2021-04-20T11:31:49.334000+0000",22.0,"",1.1961,129.96,0.7551
"2021-04-20T11:31:48.331000+0000",22.0,"",1.1275,127.68,0.6906
"2021-04-20T11:31:47.329000+0000",22.2,"",1.1935,127.605,0.7113
"2021-04-20T11:31:46.328000+0000",21.8,"",1.0725,128.385,0.6873
"2021-04-20T11:31:45.327000+0000",22.1,"",1.1026,127.86,0.7116
"2021-04-20T11:31:44.326000+0000",22.0,"",1.2485,130.185,0.7197
"2021-04-20T11:31:43.323000+0000",22.1,"",1.078,130.05,0.6882
"2021-04-20T11:31:42.323000+0000",21.9,"",1.1961,129.42,0.7002
"2021-04-20T11:31:41.319000+0000",21.8,"",1.1055,131.88,0.6783
"2021-04-20T11:31:40.368000+0000",22.1,"",1.1165,131.28,0.6984
"2021-04-20T11:31:39.315000+0000",22.1,"",1.232,130.71,0.6882
"2021-04-20T11:31:38.315000+0000",22.2,"",1.045,130.41,0.6666
"2021-04-20T11:31:37.313000+0000",22.3,"",1.1136,129.525,0.6966
"2021-04-20T11:31:36.315000+0000",22.1,"",1.2236,129.435,0.693
"2021-04-20T11:31:35.311000+0000",21.9,"",1.2016,126.57,0.7131
"2021-04-20T11:31:34.311000+0000",21.8,"",1.1631,128.37,0.6951
"2021-04-20T11:31:33.312000+0000",21.7,"",1.0641,129.57,0.687
"2021-04-20T11:31:32.308000+0000",21.7,"",1.122,127.17,0.6861
"2021-04-20T11:31:31.311000+0000",21.8,"",1.2265,128.775,0.6693
"2021-04-20T11:31:30.305000+0000",21.9,"",1.0916,127.14,0.6651
"2021-04-20T11:31:29.303000+0000",22.1,"",1.1631,127.89,0.6621
"2021-04-20T11:31:28.302000+0000",22.2,"",1.1,126.345,0.6723
"2021-04-20T11:31:27.299000+0000",22.2,"",1.177,128.85,0.7584
"2021-04-20T11:31:26.297000+0000",22.1,"",1.199,128.355,0.7113
"2021-04-20T11:31:25.295000+0000",22.0,"",1.122,127.905,0.7173
"2021-04-20T11:31:24.296000+0000",21.9,"",1.0531,129.3,0.7053
"2021-04-20T11:31:23.292000+0000",21.8,"",1.2181,127.68,0.738
"2021-04-20T11:31:22.291000+0000",22.2,"",1.2155,129.27,0.7383
"2021-04-20T11:31:21.288000+0000",22.1,"",1.1796,125.235,0.7428
"2021-04-20T11:31:20.292000+0000",21.9,"",1.199,127.08,0.7167
"2021-04-20T11:31:19.288000+0000",21.8,"",1.1026,127.575,0.7221
"2021-04-20T11:31:18.288000+0000",21.7,"",1.177,127.845,0.7293
"2021-04-20T11:31:17.286000+0000",22.1,"",1.111,126.375,0.7374
"2021-04-20T11:31:16.282000+0000",21.9,"",1.1055,129.165,0.7347
"2021-04-20T11:31:15.282000+0000",22.0,"",1.0806,128.805,0.7422
"2021-04-20T11:31:14.281000+0000",22.1,"",1.21,128.19,0.7716
"2021-04-20T11:31:13.276000+0000",22.2,"",1.078,129.69,0.6927
"2021-04-20T11:31:12.278000+0000",21.9,"",1.1796,129.0,0.7239
"2021-04-20T11:31:11.279000+0000",22.1,"",1.1631,127.545,0.6897
"2021-04-20T11:31:10.276000+0000",22.0,"",1.1026,127.83,0.7029
"2021-04-20T11:31:09.276000+0000",21.9,"",1.1081,126.54,0.6729
"2021-04-20T11:31:08.275000+0000",21.7,"",1.056,128.925,0.6669
"2021-04-20T11:31:07.276000+0000",21.8,"",1.2346,128.4,0.6978
"2021-04-20T11:31:06.272000+0000",21.9,"",1.2045,129.6,0.7212
"2021-04-20T11:31:05.269000+0000",22.0,"",1.1741,127.905,0.7158
"2021-04-20T11:31:04.268000+0000",22.1,"",1.1246,128.79,0.7215
"2021-04-20T11:31:03.277000+0000",22.2,"",1.0916,128.1,0.738
"2021-04-20T11:31:02.264000+0000",22.0,"",1.0916,129.315,0.7272
"2021-04-20T11:31:01.263000+0000",22.0,"",1.1165,128.7,0.7005
"2021-04-20T11:31:00.263000+0000",21.9,"",1.0696,128.58,0.7179
"2021-04-20T11:30:59.262000+0000",21.8,"",1.1741,129.795,0.6969
"2021-04-20T11:30:58.259000+0000",22.3,"",1.1605,128.43,0.7083
"2021-04-20T11:30:57.259000+0000",22.0,"",1.1741,127.65,0.7077
"2021-04-20T11:30:56.257000+0000",22.0,"",1.078,128.01,0.6942
"2021-04-20T11:30:55.303000+0000",21.9,"",1.0916,127.47,0.6798
"2021-04-20T11:30:54.255000+0000",21.8,"",1.0835,125.475,0.6942
"2021-04-20T11:30:53.255000+0000",22.2,"",1.21,125.61,0.6723
"2021-04-20T11:30:52.252000+0000",22.1,"",1.188,125.385,0.6813
"2021-04-20T11:30:51.252000+0000",22.0,"",1.232,122.85,0.69
"2021-04-20T11:30:50.249000+0000",22.0,"",1.166,123.69,0.6993
"2021-04-20T11:30:49.250000+0000",21.9,"",1.1411,124.74,0.726
"2021-04-20T11:30:48.248000+0000",22.2,"",1.122,123.72,0.6126
"2021-04-20T11:30:47.249000+0000",22.2,"",1.1521,123.42,0.6021
"2021-04-20T11:30:46.244000+0000",21.8,"",1.0696,126.105,0.6498
"2021-04-20T11:30:45.243000+0000",22.0,"",1.199,124.575,0.6312
"2021-04-20T11:30:44.243000+0000",22.0,"",1.1906,124.17,0.6825
"2021-04-20T11:30:43.240000+0000",22.2,"",1.1961,125.925,0.663
"2021-04-20T11:30:42.235000+0000",21.9,"",1.2236,124.575,0.6942
"2021-04-20T11:30:41.240000+0000",22.2,"",1.1796,125.925,0.7023
"2021-04-20T11:30:40.239000+0000",22.1,"",1.1741,125.55,0.6663
"2021-04-20T11:30:39.235000+0000",21.8,"",1.188,123.345,0.7314
"2021-04-20T11:30:38.236000+0000",22.0,"",1.0835,124.275,0.6834
"2021-04-20T11:30:37.232000+0000",22.1,"",1.1275,124.035,0.672
"2021-04-20T11:30:36.231000+0000",22.2,"",1.0696,124.815,0.6846
"2021-04-20T11:30:35.231000+0000",21.8,"",1.2045,124.86,0.6849
"2021-04-20T11:30:34.233000+0000",22.1,"",1.166,124.335,0.678
"2021-04-20T11:30:33.227000+0000",22.0,"",1.0696,124.35,0.6858
"2021-04-20T11:30:32.227000+0000",21.9,"",1.2456,127.41,0.9747
"2021-04-20T11:30:31.223000+0000",22.1,"",1.0615,125.61,0.6672
"2021-04-20T11:30:30.223000+0000",21.8,"",1.0945,125.67,0.6411
"2021-04-20T11:30:29.220000+0000",21.8,"",1.232,125.04,0.5982
"2021-04-20T11:30:28.219000+0000",21.9,"",1.1055,126.345,0.6114
"2021-04-20T11:30:27.216000+0000",22.0,"",1.144,126.75,0.5364
"2021-04-20T11:30:26.217000+0000",22.0,"",1.089,125.925,0.5724
"2021-04-20T11:30:25.213000+0000",22.1,"",1.1796,124.485,0.5433
"2021-04-20T11:30:24.212000+0000",22.1,"",1.2291,125.73,0.5904
"2021-04-20T11:30:23.211000+0000",21.8,"",1.1275,125.685,0.5964
"2021-04-20T11:30:22.211000+0000",22.1,"",1.166,123.6,0.5634
"2021-04-20T11:30:21.206000+0000",22.0,"",1.1385,125.07,0.603
"2021-04-20T11:30:20.206000+0000",22.0,"",1.0696,124.275,0.597
"2021-04-20T11:30:19.204000+0000",21.8,"",1.0806,122.205,0.5991
"2021-04-20T11:30:18.205000+0000",21.8,"",1.089,122.865,0.5943
"2021-04-20T11:30:17.203000+0000",21.7,"",1.144,120.87,0.5841
"2021-04-20T11:30:16.200000+0000",22.1,"",1.2155,122.88,0.5898
"2021-04-20T11:30:15.298000+0000",21.9,"",1.0175,123.525,0.6204
"2021-04-20T11:30:14.199000+0000",22.0,"",1.1796,124.2,0.5706
"2021-04-20T11:30:13.200000+0000",22.1,"",1.1686,123.72,0.5742
"2021-04-20T11:30:12.196000+0000",22.1,"",1.0146,123.81,0.603
"2021-04-20T11:30:11.205000+0000",22.2,"",1.177,123.855,0.5739
"2021-04-20T11:30:10.195000+0000",22.2,"",1.0725,124.395,0.5874
"2021-04-20T11:30:09.196000+0000",22.1,"",1.1191,122.385,0.5763
"2021-04-20T11:30:08.191000+0000",22.0,"",1.1411,123.465,0.5889
"2021-04-20T11:30:07.191000+0000",22.0,"",1.0285,123.465,0.5805
"2021-04-20T11:30:06.191000+0000",21.8,"",1.1961,121.68,0.5778
"2021-04-20T11:30:05.188000+0000",21.8,"",1.0945,122.52,0.6045
"2021-04-20T11:30:04.186000+0000",22.3,"",1.023,121.95,0.5991
"2021-04-20T11:30:03.186000+0000",22.1,"",1.0916,120.945,0.5595
"2021-04-20T11:30:02.192000+0000",21.9,"",1.1906,121.095,0.5838
"2021-04-20T11:30:01.181000+0000",22.0,"",1.0256,120.045,0.5772
"2021-04-20T11:30:00.183000+0000",22.0,"",1.144,122.28,0.5937
"2021-04-20T11:29:59.183000+0000",22.2,"",1.1055,120.915,0.5952
"2021-04-20T11:29:58.183000+0000",21.8,"",1.0505,120.93,0.5952
"2021-04-20T11:29:57.181000+0000",21.8,"",1.1576,120.165,0.6222
"2021-04-20T11:29:56.179000+0000",22.3,"",1.0751,120.42,0.5982
"2021-04-20T11:29:55.175000+0000",21.9,"",1.1,121.365,0.6126
"2021-04-20T11:29:54.175000+0000",21.9,"",1.111,122.025,0.6063
"2021-04-20T11:29:53.174000+0000",21.9,"",1.0751,122.01,0.6102
"2021-04-20T11:29:52.171000+0000",22.1,"",1.0916,120.705,0.6018
"2021-04-20T11:29:51.168000+0000",22.2,"",1.1246,121.89,0.6462
"2021-04-20T11:29:50.215000+0000",21.8,"",1.1165,121.95,0.6357
"2021-04-20T11:29:49.166000+0000",22.1,"",1.0175,123.915,0.6729
"2021-04-20T11:29:48.163000+0000",22.2,"",1.0971,121.41,0.6609
"2021-04-20T11:29:47.163000+0000",22.1,"",1.0586,122.925,0.6345
"2021-04-20T11:29:46.159000+0000",22.1,"",1.0201,122.52,0.6339
"2021-04-20T11:29:45.158000+0000",22.0,"",1.0615,120.72,0.6501
"2021-04-20T11:29:44.159000+0000",22.0,"",1.1466,122.64,0.6336
"2021-04-20T11:29:43.156000+0000",21.9,"",1.1356,120.57,0.6456
"2021-04-20T11:29:42.155000+0000",21.8,"",1.0971,121.635,0.6699
"2021-04-20T11:29:41.148000+0000",21.7,"",1.0146,121.29,0.6585
"2021-04-20T11:29:40.150000+0000",21.7,"",1.0725,120.405,0.6873
"2021-04-20T11:29:39.149000+0000",21.9,"",1.1576,119.46,0.6768
"2021-04-20T11:29:38.151000+0000",22.1,"",1.0971,118.515,0.6624
"2021-04-20T11:29:37.151000+0000",21.8,"",1.0861,119.205,0.6243
"2021-04-20T11:29:36.152000+0000",21.9,"",1.1246,120.36,0.654
"2021-04-20T11:29:35.148000+0000",22.1,"",1.1796,119.115,0.6315
"2021-04-20T11:29:34.146000+0000",22.1,"",1.0806,120.165,0.6549
"2021-04-20T11:29:33.145000+0000",22.1,"",1.1356,121.59,0.6546
"2021-04-20T11:29:32.144000+0000",22.1,"",1.0806,120.54,0.6417
"2021-04-20T11:29:31.143000+0000",22.2,"",1.0641,120.03,0.6489
"2021-04-20T11:29:30.140000+0000",22.1,"",1.1715,122.655,0.675
"2021-04-20T11:29:29.186000+0000",21.9,"",1.1825,122.805,0.6696
"2021-04-20T11:29:28.141000+0000",21.9,"",1.0421,124.14,0.6858
"2021-04-20T11:29:27.136000+0000",22.0,"",1.1576,124.185,0.6816
"2021-04-20T11:29:26.135000+0000",22.2,"",1.1906,123.645,0.6594
"2021-04-20T11:29:25.132000+0000",21.8,"",1.0835,125.67,0.6543
"2021-04-20T11:29:24.133000+0000",21.7,"",1.1411,124.29,0.6921
"2021-04-20T11:29:23.131000+0000",22.0,"",1.1466,125.685,0.6246
"2021-04-20T11:29:22.131000+0000",21.9,"",1.1356,124.665,0.6555
"2021-04-20T11:29:21.123000+0000",21.9,"",1.1686,123.765,0.6267
"2021-04-20T11:29:20.128000+0000",21.9,"",1.0641,125.745,0.6564
"2021-04-20T11:29:19.124000+0000",22.2,"",1.2016,125.88,0.6537
"2021-04-20T11:29:18.123000+0000",21.8,"",1.2401,126.3,0.7056
"2021-04-20T11:29:17.123000+0000",21.9,"",1.078,125.79,0.651
"2021-04-20T11:29:16.120000+0000",22.0,"",1.089,126.36,0.687
"2021-04-20T11:29:15.121000+0000",22.0,"",1.122,126.375,0.6963
"2021-04-20T11:29:14.116000+0000",22.1,"",1.0421,127.32,0.6774
"2021-04-20T11:29:13.114000+0000",22.3,"",1.1521,125.325,0.6639
"2021-04-20T11:29:12.112000+0000",22.2,"",1.1385,125.835,0.6867
"2021-04-20T11:29:11.113000+0000",22.1,"",1.2016,124.8,0.6783
"2021-04-20T11:29:10.108000+0000",22.0,"",1.056,129.3,0.7572
"2021-04-20T11:29:09.106000+0000",21.8,"",1.0311,126.585,0.6774
"2021-04-20T11:29:08.108000+0000",21.8,"",1.2016,125.055,0.738
"2021-04-20T11:29:07.106000+0000",21.8,"",1.2401,123.72,0.6855
"2021-04-20T11:29:06.103000+0000",21.9,"",1.0751,125.46,0.6747
"2021-04-20T11:29:05.100000+0000",22.0,"",1.1055,125.25,0.717
"2021-04-20T11:29:04.100000+0000",21.9,"",1.1466,124.8,0.6927
"2021-04-20T11:29:03.101000+0000",22.0,"",1.133,123.45,0.6705
"2021-04-20T11:29:02.096000+0000",22.1,"",1.122,125.37,0.7158
"2021-04-20T11:29:01.095000+0000",22.2,"",1.1165,121.44,0.7149
"2021-04-20T11:29:00.092000+0000",22.2,"",1.1136,124.29,0.6975
"2021-04-20T11:28:59.093000+0000",21.9,"",1.0586,124.425,0.7248
"2021-04-20T11:28:58.087000+0000",21.9,"",1.188,123.525,0.7059
"2021-04-20T11:28:57.087000+0000",21.9,"",1.0725,124.515,0.69
"2021-04-20T11:28:56.084000+0000",21.8,"",1.166,125.16,0.6786
"2021-04-20T11:28:55.084000+0000",22.2,"",1.0311,127.89,0.7449
"2021-04-20T11:28:54.082000+0000",21.8,"",1.089,125.385,0.6834
"2021-04-20T11:28:53.080000+0000",21.9,"",1.1466,124.395,0.6648
"2021-04-20T11:28:52.082000+0000",22.0,"",1.1715,126.81,0.6921
"2021-04-20T11:28:51.081000+0000",22.0,"",1.1275,125.475,0.6603
"2021-04-20T11:28:50.080000+0000",21.8,"",1.1686,126.045,0.6897
"2021-04-20T11:28:49.079000+0000",21.8,"",1.1715,126.03,0.7374
"2021-04-20T11:28:48.076000+0000",22.2,"",1.1576,126.915,0.7065
"2021-04-20T11:28:47.075000+0000",21.9,"",1.2705,126.75,0.6801
"2021-04-20T11:28:46.075000+0000",22.0,"",1.1,124.965,0.7275
"2021-04-20T11:28:45.072000+0000",21.9,"",1.1715,124.995,0.6771
"2021-04-20T11:28:44.074000+0000",22.1,"",1.1576,126.465,0.6969
"2021-04-20T11:28:43.071000+0000",22.1,"",1.1136,124.44,0.6795
"2021-04-20T11:28:42.072000+0000",21.7,"",1.1961,126.0,0.6873
"2021-04-20T11:28:41.115000+0000",21.9,"",1.1301,123.15,0.7224
"2021-04-20T11:28:40.070000+0000",22.0,"",1.1275,124.56,0.6921
"2021-04-20T11:28:39.066000+0000",22.1,"",1.0395,125.715,0.7407
"2021-04-20T11:28:38.066000+0000",21.9,"",1.012,125.01,0.7356
"2021-04-20T11:28:37.063000+0000",21.7,"",1.0806,123.375,0.7194
"2021-04-20T11:28:36.061000+0000",21.7,"",1.2045,125.385,0.7476
"2021-04-20T11:28:35.060000+0000",22.0,"",1.221,123.555,0.7455
"2021-04-20T11:28:34.061000+0000",22.0,"",1.1026,123.6,0.6873
"2021-04-20T11:28:33.060000+0000",22.0,"",1.1081,122.91,0.6792
"2021-04-20T11:28:32.056000+0000",22.1,"",1.0641,123.99,0.645
"2021-04-20T11:28:31.055000+0000",22.0,"",1.1055,122.28,0.6636
"2021-04-20T11:28:30.057000+0000",22.1,"",1.0641,121.815,0.6654
"2021-04-20T11:28:29.053000+0000",22.2,"",1.144,121.605,0.6729
"2021-04-20T11:28:28.053000+0000",22.1,"",1.177,122.145,0.6714
"2021-04-20T11:28:27.049000+0000",22.0,"",1.0725,122.535,0.6252
"2021-04-20T11:28:26.050000+0000",21.9,"",1.0311,123.765,0.6828
"2021-04-20T11:28:25.047000+0000",22.1,"",1.1081,122.745,0.6675
"2021-04-20T11:28:24.047000+0000",21.9,"",1.0476,121.365,0.6495
"2021-04-20T11:28:23.043000+0000",21.9,"",1.0285,123.0,0.6804
"2021-04-20T11:28:22.044000+0000",21.8,"",1.1605,123.165,0.6429
"2021-04-20T11:28:21.040000+0000",22.0,"",1.188,123.555,0.6747
"2021-04-20T11:28:20.039000+0000",21.9,"",1.111,123.015,0.6552
"2021-04-20T11:28:19.037000+0000",22.0,"",1.0615,123.405,0.6741
"2021-04-20T11:28:18.036000+0000",21.9,"",1.0696,123.885,0.6807
"2021-04-20T11:28:17.035000+0000",22.1,"",1.0916,122.46,0.6303
"2021-04-20T11:28:16.032000+0000",21.7,"",1.155,123.105,0.6549
"2021-04-20T11:28:15.031000+0000",21.7,"",1.0395,123.855,0.6678
"2021-04-20T11:28:14.028000+0000",22.1,"",1.155,123.165,0.6384
"2021-04-20T11:28:13.028000+0000",22.0,"",1.2236,121.89,0.6399
"2021-04-20T11:28:12.025000+0000",22.1,"",1.0615,122.355,0.678
"2021-04-20T11:28:11.024000+0000",22.1,"",1.0725,121.47,0.6354
"2021-04-20T11:28:10.023000+0000",22.1,"",1.0175,123.45,0.6486
"2021-04-20T11:28:09.025000+0000",21.7,"",1.012,122.55,0.6585
"2021-04-20T11:28:08.021000+0000",22.1,"",1.166,122.115,0.6459
"2021-04-20T11:28:07.019000+0000",22.0,"",1.111,123.765,0.6876
"2021-04-20T11:28:06.017000+0000",22.0,"",1.0421,122.415,0.6405
"2021-04-20T11:28:05.018000+0000",21.8,"",1.0751,122.67,0.6612
"2021-04-20T11:28:04.015000+0000",21.8,"",1.0835,123.735,0.6573
"2021-04-20T11:28:03.016000+0000",22.2,"",1.0806,122.31,0.6564
"2021-04-20T11:28:02.014000+0000",21.8,"",1.056,122.925,0.6975
"2021-04-20T11:28:01.011000+0000",21.8,"",1.056,125.04,0.7806
"2021-04-20T11:28:00.011000+0000",21.9,"",1.089,122.43,0.7362
"2021-04-20T11:27:59.008000+0000",22.0,"",1.1715,130.485,0.6642
"2021-04-20T11:27:58.007000+0000",22.1,"",1.0285,122.34,0.6423
"2021-04-20T11:27:57.008000+0000",21.9,"",1.155,121.245,0.6828
"2021-04-20T11:27:56.004000+0000",22.1,"",1.1246,120.9,0.6558
"2021-04-20T11:27:55.003000+0000",21.8,"",1.1686,120.21,0.6732
"2021-04-20T11:27:54.002000+0000",21.8,"",1.0861,121.425,0.6516
"2021-04-20T11:27:53.002000+0000",22.2,"",1.1081,119.7,0.6747
"2021-04-20T11:27:51.999000+0000",22.0,"",1.0421,121.095,0.6555
"2021-04-20T11:27:50.996000+0000",22.0,"",1.0421,120.975,0.6423
"2021-04-20T11:27:49.995000+0000",22.1,"",1.078,121.575,0.645
"2021-04-20T11:27:48.994000+0000",21.9,"",1.1521,120.015,0.7218
"2021-04-20T11:27:47.991000+0000",22.0,"",1.089,120.33,0.6699
"2021-04-20T11:27:46.988000+0000",22.1,"",1.1136,119.04,0.6615
"2021-04-20T11:27:45.987000+0000",21.9,"",1.012,120.21,0.6696
"2021-04-20T11:27:44.987000+0000",21.8,"",1.0916,120.57,0.6639
"2021-04-20T11:27:43.983000+0000",21.8,"",1.0146,122.295,0.6546
"2021-04-20T11:27:43.030000+0000",22.0,"",1.2126,121.245,0.6279
"2021-04-20T11:27:41.980000+0000",22.1,"",1.2071,122.295,0.6435
"2021-04-20T11:27:40.979000+0000",22.0,"",1.0311,123.915,0.6099
"2021-04-20T11:27:39.980000+0000",21.9,"",1.001,123.255,0.6057
"2021-04-20T11:27:39.025000+0000",21.9,"",1.1081,118.035,0.6129
"2021-04-20T11:27:37.975000+0000",21.8,"",1.0696,121.365,0.6303
"2021-04-20T11:27:37.020000+0000",22.2,"",1.078,121.38,0.6579
"2021-04-20T11:27:35.975000+0000",21.8,"",1.122,120.885,0.6258
"2021-04-20T11:27:34.973000+0000",21.9,"",1.155,121.17,0.6381
"2021-04-20T11:27:33.972000+0000",22.0,"",1.1411,122.385,0.6027
"2021-04-20T11:27:32.973000+0000",22.1,"",1.0945,121.425,0.6081
"2021-04-20T11:27:32.019000+0000",21.8,"",1.0311,122.46,0.5784
"2021-04-20T11:27:31.017000+0000",21.8,"",1.177,120.84,0.618
"2021-04-20T11:27:29.966000+0000",22.2,"",1.1466,121.23,0.672
"2021-04-20T11:27:28.967000+0000",21.8,"",1.1825,120.885,0.6324
"2021-04-20T11:27:27.967000+0000",22.1,"",1.1825,121.5,0.6846
"2021-04-20T11:27:26.964000+0000",22.0,"",1.0175,120.63,0.696
"2021-04-20T11:27:25.962000+0000",22.0,"",1.0861,121.455,0.6909
"2021-04-20T11:27:24.961000+0000",22.0,"",1.0036,120.57,0.6282
"2021-04-20T11:27:23.961000+0000",21.8,"",1.0091,120.72,0.6033
"2021-04-20T11:27:22.956000+0000",21.8,"",1.0146,121.695,0.687
"2021-04-20T11:27:21.955000+0000",21.8,"",1.034,119.595,0.6756
"2021-04-20T11:27:20.956000+0000",21.8,"",1.2016,123.27,0.666
"2021-04-20T11:27:20.002000+0000",22.2,"",1.1825,120.75,0.6738
"2021-04-20T11:27:18.948000+0000",21.9,"",1.144,121.56,0.6801
"2021-04-20T11:27:17.947000+0000",22.0,"",1.1935,121.14,0.705
"2021-04-20T11:27:16.947000+0000",22.0,"",1.0615,124.8,0.6882
